Theta_T,Theta_S,Alpha,Beta,Gamma,Avg_TR_F1,Avg_Cluster_ARI_All,Avg_Cluster_ARI_GT_Only
0.3,0.8,0.5,0.3,0.2,0.3941,0.0027,0.1
0.4,0.8,0.55,0.25,0.2,0.5922,0.0596,0.1
0.25,0.8,0.5,0.3,0.2,0.2716,-0.0031,0.1
0.25,0.8,0.55,0.25,0.2,0.2716,-0.0026,0.1
0.5,0.75,0.65,0.3,0.05,0.6305,0.0683,0.1
0.5,0.8,0.75,0.15,0.1,0.6305,0.1096,0.1
0.2,0.8,0.6,0.25,0.15,0.1773,0.0063,0.1
0.5,0.8,0.75,0.2,0.05,0.6305,0.1096,0.1
0.45,0.8,0.5,0.3,0.2,0.6819,0.0941,0.1
0.45,0.8,0.55,0.25,0.2,0.6819,0.0944,0.1
0.25,0.8,0.6,0.25,0.15,0.2716,-0.0035,0.1
0.45,0.75,0.65,0.3,0.05,0.6819,0.082,0.1
0.5,0.75,0.55,0.4,0.05,0.6305,0.0729,0.1
0.5,0.75,0.55,0.35,0.1,0.6305,0.0714,0.1
0.3,0.8,0.65,0.2,0.15,0.3941,0.0051,0.1
0.3,0.8,0.6,0.25,0.15,0.3941,-0.0046,0.1
0.3,0.8,0.55,0.25,0.2,0.3941,0.0032,0.1
0.5,0.8,0.7,0.25,0.05,0.6305,0.1146,0.1
0.5,0.8,0.7,0.2,0.1,0.6305,0.1083,0.1
0.5,0.8,0.65,0.3,0.05,0.6305,0.1141,0.1
0.5,0.8,0.65,0.25,0.1,0.6305,0.1078,0.1
0.5,0.8,0.65,0.2,0.15,0.6305,0.0787,0.1
0.5,0.8,0.6,0.35,0.05,0.6305,0.1037,0.1
0.5,0.8,0.6,0.3,0.1,0.6305,0.0975,0.1
0.3,0.8,0.55,0.3,0.15,0.3941,-0.0084,0.0
0.3,0.8,0.55,0.35,0.1,0.3941,0.0002,0.0
0.3,0.8,0.55,0.4,0.05,0.3941,0.0074,0.0
0.3,0.8,0.6,0.3,0.1,0.3941,-0.0042,0.0
0.3,0.8,0.6,0.35,0.05,0.3941,0.007,0.0
0.3,0.8,0.65,0.25,0.1,0.3941,0.0007,0.0
0.45,0.8,0.6,0.3,0.1,0.6819,0.0361,0.0
0.45,0.8,0.6,0.35,0.05,0.6819,0.0417,0.0
0.45,0.8,0.65,0.25,0.1,0.6819,0.0281,0.0
0.45,0.8,0.65,0.3,0.05,0.6819,0.0328,0.0
0.45,0.8,0.7,0.2,0.1,0.6819,0.034,0.0
0.45,0.8,0.7,0.25,0.05,0.6819,0.0387,0.0
0.45,0.8,0.75,0.15,0.1,0.6819,0.0495,0.0
0.45,0.8,0.75,0.2,0.05,0.6819,0.0376,0.0
0.45,0.8,0.8,0.15,0.05,0.6819,0.033,0.0
0.45,0.8,0.5,0.35,0.15,0.6819,0.0293,0.0
0.45,0.8,0.5,0.4,0.1,0.6819,0.034,0.0
0.45,0.8,0.5,0.45,0.05,0.6819,0.0419,0.0
0.45,0.8,0.55,0.3,0.15,0.6819,0.0293,0.0
0.45,0.8,0.55,0.35,0.1,0.6819,0.0406,0.0
0.45,0.8,0.55,0.4,0.05,0.6819,0.0418,0.0
0.4,0.8,0.75,0.15,0.1,0.5922,0.06,0.0
0.4,0.8,0.75,0.2,0.05,0.5922,0.0589,0.0
0.4,0.8,0.8,0.15,0.05,0.5922,0.0465,0.0
0.4,0.8,0.5,0.35,0.15,0.5922,0.0319,0.0
0.4,0.8,0.5,0.4,0.1,0.5922,0.0282,0.0
0.4,0.8,0.5,0.45,0.05,0.5922,0.035,0.0
0.4,0.8,0.55,0.3,0.15,0.5922,0.0213,0.0
0.4,0.8,0.55,0.35,0.1,0.5922,0.0363,0.0
0.4,0.8,0.55,0.4,0.05,0.5922,0.038,0.0
0.4,0.8,0.6,0.3,0.1,0.5922,0.0369,0.0
0.4,0.8,0.6,0.35,0.05,0.5922,0.0383,0.0
0.4,0.8,0.65,0.25,0.1,0.5922,0.0426,0.0
0.4,0.8,0.65,0.3,0.05,0.5922,0.0492,0.0
0.4,0.8,0.7,0.2,0.1,0.5922,0.046,0.0
0.4,0.8,0.7,0.25,0.05,0.5922,0.0537,0.0
0.2,0.8,0.6,0.35,0.05,0.1773,0.0075,0.0
0.2,0.8,0.65,0.25,0.1,0.1773,0.0075,0.0
0.2,0.8,0.65,0.3,0.05,0.1773,0.0081,0.0
0.2,0.8,0.75,0.15,0.1,0.1773,0.0083,0.0
0.2,0.8,0.75,0.2,0.05,0.1773,0.0086,0.0
0.2,0.8,0.8,0.15,0.05,0.1773,0.0081,0.0
0.2,0.8,0.5,0.35,0.15,0.1773,0.0065,0.0
0.2,0.8,0.5,0.4,0.1,0.1773,0.0068,0.0
0.2,0.8,0.5,0.45,0.05,0.1773,0.0078,0.0
0.2,0.8,0.55,0.3,0.15,0.1773,0.0063,0.0
0.2,0.8,0.55,0.35,0.1,0.1773,0.0072,0.0
0.2,0.8,0.55,0.4,0.05,0.1773,0.0078,0.0
0.2,0.8,0.6,0.3,0.1,0.1773,0.0068,0.0
0.2,0.8,0.7,0.2,0.1,0.1773,0.0073,0.0
0.2,0.8,0.7,0.25,0.05,0.1773,0.0082,0.0
0.35,0.8,0.8,0.15,0.05,0.4843,0.0046,0.0
0.25,0.8,0.5,0.35,0.15,0.2716,-0.003,0.0
0.25,0.8,0.5,0.4,0.1,0.2716,-0.0019,0.0
0.25,0.8,0.5,0.45,0.05,0.2716,0.0019,0.0
0.25,0.8,0.55,0.3,0.15,0.2716,-0.0039,0.0
0.25,0.8,0.55,0.35,0.1,0.2716,-0.0009,0.0
0.25,0.8,0.55,0.4,0.05,0.2716,0.0005,0.0
0.35,0.8,0.5,0.4,0.1,0.4843,0.0224,0.0
0.35,0.8,0.5,0.45,0.05,0.4843,0.0248,0.0
0.35,0.8,0.55,0.3,0.15,0.4843,-0.0022,0.0
0.35,0.8,0.55,0.35,0.1,0.4843,0.0105,0.0
0.35,0.8,0.55,0.4,0.05,0.4843,0.026,0.0
0.35,0.8,0.6,0.3,0.1,0.4843,0.0015,0.0
0.35,0.8,0.6,0.35,0.05,0.4843,0.0238,0.0
0.35,0.8,0.65,0.25,0.1,0.4843,0.0062,0.0
0.35,0.8,0.65,0.3,0.05,0.4843,0.0306,0.0
0.35,0.8,0.7,0.2,0.1,0.4843,0.0034,0.0
0.35,0.8,0.7,0.25,0.05,0.4843,0.0127,0.0
0.35,0.8,0.75,0.15,0.1,0.4843,0.0123,0.0
0.35,0.8,0.75,0.2,0.05,0.4843,0.0181,0.0
0.35,0.8,0.5,0.35,0.15,0.4843,0.0082,0.0
0.25,0.8,0.6,0.3,0.1,0.2716,-0.0018,0.0
0.25,0.8,0.6,0.35,0.05,0.2716,0.0,0.0
0.25,0.8,0.65,0.25,0.1,0.2716,0.0019,0.0
0.25,0.8,0.65,0.3,0.05,0.2716,0.0036,0.0
0.25,0.8,0.7,0.2,0.1,0.2716,-0.0001,0.0
0.25,0.8,0.7,0.25,0.05,0.2716,0.0005,0.0
0.25,0.8,0.75,0.15,0.1,0.2716,0.0026,0.0
0.25,0.8,0.75,0.2,0.05,0.2716,0.0018,0.0
0.25,0.8,0.8,0.15,0.05,0.2716,0.0013,0.0
0.3,0.8,0.5,0.35,0.15,0.3941,-0.0036,0.0
0.3,0.8,0.5,0.4,0.1,0.3941,0.0037,0.0
0.3,0.8,0.5,0.45,0.05,0.3941,0.0056,0.0
0.3,0.8,0.65,0.3,0.05,0.3941,0.0127,0.0
0.3,0.8,0.7,0.2,0.1,0.3941,-0.0012,0.0
0.3,0.8,0.7,0.25,0.05,0.3941,0.0039,0.0
0.3,0.8,0.75,0.15,0.1,0.3941,0.0056,0.0
0.3,0.8,0.75,0.2,0.05,0.3941,0.0079,0.0
0.3,0.8,0.8,0.15,0.05,0.3941,0.0022,0.0
